Row,Name,Type,Accuracy,Ammo,ArmorPenetration,Availability,Cost,DamageValue,Description,Modes,Modifiers,Reach,RecoilCompensation,StandardUpgrades,Wireless,Source,Skill,SkillRow,Mounts,Container
199,Knucks,Other,Physical,,,2R,100¥,(STR+1)P,"These may be traditional fist-load weapons like brass knuckles, or modern Hardliner Gloves with a thin layer of densiplast located the knuckles and the edge of the hand. Either way they substantially boost the impact of a punch, making it potentially deadly.",,,,,,,Core,"Unarmed Combat",106,,1
200,"Shock Gloves",Other,Physical,,-5,6R,550¥,8S(e),"These electrically insulated gloves have a wire mesh that discharges electric current with a punch or a simple touch. The gloves deal Electricity damage and are good for ten charges before they need to be plugged in and recharged (at a rate of one charge per ten seconds).",,,,,,"The shock gloves recharge by induction, regaining one charge per full hour of wireless-enabled time.",Core,"Unarmed Combat",106,,1
201,"Plasteel Toe Boots",Other,Physical,,,2,200¥,(STR+1)P,"Common safety wear for most dangerous jobs, these also do for your feet what knucks do for your hands (meaning kick attacks deal physical damage). These boots are used by corp security and gangers alike. While highly protective, they are too big and clunky to be helpful while being stealthy. Auditory Perception Tests against you receive a +1 dice bonus.",,,,,,,Core,"Unarmed Combat",106,,1
202,Club,Clubs,4,,,,30¥,(STR+3)P,"The weapon they named the skill after. The stats represent a range of objects, including an axe handle, baseball bat, wrench, crowbar, a tire iron, and a two-by-four with a rusty nail in it. There is a price listed, but it`s not overly difficult to find one for free if you know where to look.",,,1,,,,Core,Clubs,94,,1
203,"Extendable Baton",Clubs,5,,,4,100¥,(STR+2)P,"The telescoping club can be collapsed, and it can be extended with a sharp flick of the wrist or a wireless signal. When retracted, it`s more easily concealed.",,,1,,,"Readying the extendable baton is a Free Action instead of a Simple Action.",Core,Clubs,94,,1
204,Sap,Clubs,5,,,2,30¥,(STR+2)P,"Also called a blackjack, this is a small, springy club, or a flat piece of iron in a flexible leather covering. It’s specially designed for concealment.",,,,,,,Core,Clubs,94,,1
205,Staff,Clubs,6,,,3,100¥,(STR+3)P,"Also called a blackjack, this is a small, springy club, or a flat piece of iron in a flexible leather covering. It`s specially designed for concealment.",,,2,,,,Core,Clubs,94,,1
206,"Stun Baton",Clubs,4,,-5,6R,750¥,9S(e),"A standard riot-control weapon, viewed as a tool and symbol of corporate-government oppressors but pragmatically useful to runners. It has ten charges and regains one charge per ten seconds when plugged in.",,,1,,,"The stun baton recharges by induction, regaining one charge per full hour of wireless-enabled time.",Core,Clubs,94,,1
207,"Telescoping Staff",Clubs,4,,,4,350¥,(STR+2)P,"This is a metal and composite staff that can telescope down to a reasonable size, one that can be concealed about as easily as a stun baton or a sword. It can be extended and locked in place by whirling it at the correct speed and angle and twisting the grip, or via a wireless signal.",,,2,,,"Extending the telescoping staff is a Free Actions instead of a Simple Action.",Core,Clubs,94,,1
208,"Nemesis Arms Maul Stun Staff",Clubs,6,,-5,8R,"1,000¥",9S(e),"Double-sided zapping power! The stun staff is basically a staff with stun batons on each end. They’re rather large and a bit ugly but they look quite intimidating in the hands of the guards at Shiawase HQ.",,,2,,,,SR5:R&G,Clubs,94,,1
209,"Combat Axe",Blades,4,,-4,12R,"4,000¥",(STR+5)P,"A two-handed tungsten-alloy monster, available single- or double-bladed. A hardened thrusting point can be concealed, spring-loaded, in the handle. While it may seem barbaric or primitive, the physical augmentations of 2075 can make an old-school weapon like a combat axe even deadlier than a firearm in the right hands. So go ahead, go medieval.",,,2,,,,Core,Blades,95,,1
210,"Combat Knife",Blades,6,,-3,4,300¥,(STR+2)P,"A long, KA-BAR-style fighting knife with a blacked-out blade and a chisel point for punching through armor.",,,,,,,Core,Blades,95,,1
211,"Forearm Snap-Blades",Blades,4,,-2,7R,200¥,(STR+2)P,"These are essentially like spurs, only they’re external—painless to install or remove. A forearm sheath conceals three blades that can be extended or retracted via wireless link or muscle movement commands.",,,,,,"Readying the forearm snap blades is a Free Action instead of a Simple Action.",Core,Blades,95,,1
212,Katana,Blades,7,,-3,9R,"1,000¥",(STR+3)P,"The legendary two-handed sword of the samurai. The katana has become synonymous not just with street samurai, but with shadowrunners in general, at least in the trids; they’ve got everyone packing a katana, from the decker to the mage. But being a silly cliché doesn’t make this blade any less dangerous, or less helpful in a fight.",,,1,,,,Core,Blades,95,,1
213,Knife,Blades,5,,-1,,10¥,(STR+1)P,"Your basic, all-purpose street cutter. It comes in a bewildering array of styles, colors, and flavors, but the statistics don’t vary from one to the next. Ordinary knives are used by the poor, the desperate, or the cautious as backup weapons.",,,,,,,Core,Blades,95,,1
214,"Pole Arm",Blades,5,,-2,6R,"1,000¥",(STR+3)P,"This is, at its very essence, a blade on the end of a very long stick. It usually features an axe-head, glaive, spear point, or similar maiming implement. It’s not easy to handle and it’s just about impossible to conceal, but it’s popular both with trolls and with melee combatants looking to safely keep said large trolls at more than arm’s length.",,,3,,,,Core,Blades,95,,1
215,"Survival Knife",Blades,5,,-1,,100¥,(STR+2)P,"A fine quality blade—smooth on one edge, serrated on the other—with several accessories, including a GPS monitor, mini-multitool, micro-lighter, and a hidden compartment in the handle. The sides of the steel are coated with a non-toxic chemical that blacks out the blade when inert to prevent unwanted reflection, but can be activated to provide two hours of phosphorescent light. All knives can cut flesh, but a survival knife is better at cutting rope and wood, or otherwise being used as a tool. The survival knife is the kind of gadget that no professional should be without.",,,,,,"The knife displays an ARO of local maps, your GPS position, and can be used to make commcalls.",Core,Blades,95,,1
216,Sword,Blades,6,,-2,5R,500¥,(STR+3)P,"It’s sharp, it’s heavy, and it will fragging cut you wide open. Available in a wide variety of styles (wakizashi, seax, scimitar, jian, machete, and so on and so forth), this one-handed blade is not as formidable as a katana but is substantially easier to hide.",,,1,,,,Core,Blades,95,,1
217,"Highland Forge Claymore",Blades,5,,-5,14R,"4,500¥",(STR+5)P,"Quality killing in the classic Scottish fashion. An ideal accessory for your Heritage Line clothing or for the troll who thinks a regular sword makes a better toothpick. The Highland Forge Claymore comes with a classic leather scabbard to add that authentic look. The blade is custom-forged with a proprietary technique even the masters of Damascus would be unable to match.",,,2,,,,SR5:R&G,Blades,95,,1
218,"Horizon-Flynn Rapier",Blades,7,,-3,9R,500¥,(STR+2)P,"Not every street samurai studies the art of kenjutsu. Some prefer the more elegant Fiore dei Liberi and thus choose the rapier over the common katana. Horizon and world-renowned bladesmith Dante Flynn have joined forces to create the ultimate tool for slipping past a flawed defense and finding a home in the heart of an enemy. The Horizon-Flynn blade is a slender composite designed for strength, flexibility, and stability for maximum armor penetration.",,,1,,,,SR5:R&G,Blades,95,,1
219,"Victorinox Memory Sword",Blades,5,,-2,14R,"1,500¥",(STR+2)P,"Is it a belt, or is it a deadly weapon? A strange question, but one you must ask yourself when it comes to the Memory Blade. Victorinox uses their SmartSteel technology to provide a flexible material that can be commanded to stiffen and form a blade. They currently have two “self-defense” designs available for special order. The Belt, a sword length design worn around the waist, and the Bracelet, a design aimed at lady execs who want a little extra protection. Mostly found on executives with too much money, they often find their way into the shadow market after extraction ops.",,,1,,,,SR5:R&G,Blades,95,,1
220,"Victorinox Memory Dagger",Blades,5,,-2,14R,"1,250¥",(STR+1)P,"Is it a belt, or is it a deadly weapon? A strange question, but one you must ask yourself when it comes to the Memory Blade. Victorinox uses their SmartSteel technology to provide a flexible material that can be commanded to stiffen and form a blade. They currently have two “self-defense” designs available for special order. The Belt, a sword length design worn around the waist, and the Bracelet, a design aimed at lady execs who want a little extra protection. Mostly found on executives with too much money, they often find their way into the shadow market after extraction ops.",,,,,,,SR5:R&G,Blades,95,,1
221,"Ares "One" Monosword",Blades,5,,-3,8R,900¥,(STR+3)P,"“There can be only One” is Ares latest slogan for this classic. This tool of the modernized street samurai features a monofilament line along the edge that provides unmatched penetration potential.",,,1,,,,SR5:R&G,Blades,95,,1
222,"Cougar Fine Shortblade",Blades,7,,-1,5R,350¥,(STR+2)P,"Finely crafted but also expensive, the Fineblade line of Cougar products are usually only found in the hands of professionals where they belong. They come in two designs, a long blade, currently crafted in the fashion of a gladius; and a short blade, currently fashioned after the Bowie knife. Previous years’ designs have run the gamut since the introduction of the original Fineblade back in the ‘50s.",,,,,,,SR5:R&G,Blades,95,,1
223,"Cougar Fine Longblade",Blades,7,,-1,7R,600¥,(STR+3)P,"Finely crafted but also expensive, the Fineblade line of Cougar products are usually only found in the hands of professionals where they belong. They come in two designs, a long blade, currently crafted in the fashion of a gladius; and a short blade, currently fashioned after the Bowie knife. Previous years’ designs have run the gamut since the introduction of the original Fineblade back in the ‘50s.",,,,,,,SR5:R&G,Blades,95,,1
224,"Cougar Collapsible Spear",Blades,5,,0.5,14R,"1,250¥",(STR+1/3)P,,,,0/3,,,,SR5:HT,Blades,95,,1
225,"Sapphire Knife",Blades,5,,-3,6R,900¥,(STR+2)P,,,,,,,,SR5:HT,Blades,95,,1
226,"Ceramic/Plasteel Knife",Blades,5,,-1,4,75¥,(STR+2)P,,,,,,,,SR5:HT,Blades,95,,1
227,"Victorinox Collapsible Hatchet",Blades,5,,-1,4,250¥,(STR+2)P,,,,1,,,,SR5:HT,Blades,95,,1
228,"Lapel Dagger",Blades,4,,-1,5,100¥,(STR+1)P,,,,,,,,CA,Blades,95,,1
229,"Mortimer of London "Belgrave" Sword Cane",Blades,5,,-2,8,450¥,(STR+3)P,,,,1,,,,CA,Blades,95,,1
230,"Vibro Knife",Blades,5,,-2,6R,"1,000¥",(STR+2)P,,,,,,,,SASS,Blades,95,,1
231,"Vibro Sword",Blades,6,,-2,8F,"2,000¥",(STR+4)P,,,,1,,,,SASS,Blades,95,,1
