Row,Name,Karma,Description,Type,Source,Prerequisites,MaxRating,Bonus,Skill,RequireText,Options
266,"Allergy (Common, Severe)","20 KARMA","A character with the Allergy quality is allergic to a substance or condition found in their environment. The value of this quality depends on two factors. The first is whether the substance or condition is Uncommon (2 Karma) or Common (7 Karma). Next, determine the severity of the symptoms: Mild (3 Karma), Moderate (8 Karma), Severe (13 Karma), or Extreme (18 Karma). Add the appropriate point values together to find the final value. For example, the value of an Uncommon Moderate Allergy (Silver) is 10 Karma (2+8 Karma). If a character is attacked with a substance to which they are allergic, they lose 1 die from their Resistance Test for each stage of severity of the Allergy (e.g., 1 die for a Mild allergy, 2 dice for a Moderate allergy, etc.).  Uncommon  The substance or condition is rare for the local environment  Examples  silver, gold, antibiotics, grass.  Common  The substance or condition is prevalent in the local environment.  Examples  sunlight, seafood, bees, pollen, pollutants, Wi-Fi sensitivity, soy, wheat.  Mild  Symptoms are discomfiting and distracting.  Apply a –2 dice pool modifier to the character’s Physical Tests while under the effects of the Allergy.  Moderate  Contact with the allergen produces intense pain.  Apply a –4 dice pool modifier to all Physical Tests made while a character experiences the symptoms.  Severe  Contact with the allergen results in extreme pain and actual physical damage.  Apply a –4 dice pool modifier to all tests made while a character experiences symptoms.  The character also suffers 1 box of Physical Damage (unresisted) for every 1 minute they are exposed to the allergen.  Extreme  A character at this level, when exposed to the allergen, goes into full anaphylactic shock.  The character receives a –6 dice pool modifier for anything they do. The character is considered to be in excruciating agony.  The character suffers 1 box of Physical Damage (unresisted) for every 30 seconds they are exposed to the allergen. First Aid, Medicine, or magical means can stop the damage taken from the anaphylactic shock.",Negative,Core,,1,,,1,
267,"Allergy (Common, Extreme)","25 KARMA","A character with the Allergy quality is allergic to a substance or condition found in their environment. The value of this quality depends on two factors. The first is whether the substance or condition is Uncommon (2 Karma) or Common (7 Karma). Next, determine the severity of the symptoms: Mild (3 Karma), Moderate (8 Karma), Severe (13 Karma), or Extreme (18 Karma). Add the appropriate point values together to find the final value. For example, the value of an Uncommon Moderate Allergy (Silver) is 10 Karma (2+8 Karma). If a character is attacked with a substance to which they are allergic, they lose 1 die from their Resistance Test for each stage of severity of the Allergy (e.g., 1 die for a Mild allergy, 2 dice for a Moderate allergy, etc.).  Uncommon  The substance or condition is rare for the local environment  Examples  silver, gold, antibiotics, grass.  Common  The substance or condition is prevalent in the local environment.  Examples  sunlight, seafood, bees, pollen, pollutants, Wi-Fi sensitivity, soy, wheat.  Mild  Symptoms are discomfiting and distracting.  Apply a –2 dice pool modifier to the character’s Physical Tests while under the effects of the Allergy.  Moderate  Contact with the allergen produces intense pain.  Apply a –4 dice pool modifier to all Physical Tests made while a character experiences the symptoms.  Severe  Contact with the allergen results in extreme pain and actual physical damage.  Apply a –4 dice pool modifier to all tests made while a character experiences symptoms.  The character also suffers 1 box of Physical Damage (unresisted) for every 1 minute they are exposed to the allergen.  Extreme  A character at this level, when exposed to the allergen, goes into full anaphylactic shock.  The character receives a –6 dice pool modifier for anything they do. The character is considered to be in excruciating agony.  The character suffers 1 box of Physical Damage (unresisted) for every 30 seconds they are exposed to the allergen. First Aid, Medicine, or magical means can stop the damage taken from the anaphylactic shock.",Negative,Core,,1,,,1,
268,"Legendary Rep","4 KARMA","The character has a solid (2 Karma) or legendary (4 Karma) reputation within a certain group. He did something amazing for the group once; old members talk about it with fond memories and new recruits want to find out all about it. The character gets a Reputation bump with a certain specific group; +1 for a solid rep, +2 for a legendary rep. Even if the character goes on to do negative things to that group, his reputation is such that people want to believe it’s a just a misunderstanding. The selected group should generally have around one to five thousand members. The quality can only be taken once.",Positive,SR5:RF,,1,,,0,
269,"Albinism II","8 KARMA","While the little white bunnies are cute, a character with this quality will likely get a moniker like Powder, Whitey, or Snowflake. Albinism is a genetic disorder that results in a partial or complete lack of pigmentation in the eyes, skin, and hair. While the lack of pigment in the hair and skin results in white colorations, lack of pigment in the eyes results in pink or crystal blue irises, with bright red pupils. Due to the lack of melanin, the compound that provides the pigmentation, characters with this quality lack ultraviolet light protection, making them very photosensitive and prone to sunburn. All ethnicities, metatypes, and metavariants can manifest albinism; in fact, all species can manifest albinism, including sapient paracritters.    Characters with this quality face a Weak Glare penalty to all actions when working in regular indoor lighting as well as during a bright but overcast day, and a Moderate Glare penalty when working on a sunny day. All other Glare modifiers are also increased by one level versus albino characters. Normal compensation methods work to mitigate the modifiers.    Due to the lack of protective pigmentation in their skin, characters with this quality suffer sunburn more quickly. Halve the duration between resistance tests when exposed to the sun for extended periods (p. 148, Run & Gun).    Characters who gain cybereyes at any point in the character creation process only gain 4 Karma at character creation. If an albino character gains cybereyes during game play, they must buy down this quality to the 4 Karma level as soon as they have the Karma, and cannot spend Karma on anything else until the quality is bought down.",Negative,SR5:RF,,1,,,0,
270,"Reduced Sense (Taste)","2 KARMA","One of the character’s five (or six for certain Awakened folks) senses is about as sharp as a butter knife. Any Test involving the chosen sense faces a –2 dice pool modifier. This quality can be taken multiple times, reducing a different sense each time, and its effects are cumulative for tests involving more than one sense, such as general Perception Tests. A character with a reduced sense of smell or taste gains 2 Karma, while a reduced sense of hearing, sight, or astral sight is worth 5 Karma, and a reduced sense of touch is worth 10 Karma because it affects most Physical skill rolls due to lack of tactile sensitivity.    If the sense is ever repaired or corrected permanently, the quality must be bought off. If the character does not have enough Karma to buy off the quality, the intended repair cannot be made. No character can have Reduced (sight) and Blind at the same time, or Reduced (hearing) and Deaf at the same time.",Negative,SR5:RF,,1,,,0,
271,"Reduced Sense (Touch)","10 KARMA","One of the character’s five (or six for certain Awakened folks) senses is about as sharp as a butter knife. Any Test involving the chosen sense faces a –2 dice pool modifier. This quality can be taken multiple times, reducing a different sense each time, and its effects are cumulative for tests involving more than one sense, such as general Perception Tests. A character with a reduced sense of smell or taste gains 2 Karma, while a reduced sense of hearing, sight, or astral sight is worth 5 Karma, and a reduced sense of touch is worth 10 Karma because it affects most Physical skill rolls due to lack of tactile sensitivity.    If the sense is ever repaired or corrected permanently, the quality must be bought off. If the character does not have enough Karma to buy off the quality, the intended repair cannot be made. No character can have Reduced (sight) and Blind at the same time, or Reduced (hearing) and Deaf at the same time.",Negative,SR5:RF,,1,,,0,
272,"Reduced Sense (Hearing)","5 KARMA","One of the character’s five (or six for certain Awakened folks) senses is about as sharp as a butter knife. Any Test involving the chosen sense faces a –2 dice pool modifier. This quality can be taken multiple times, reducing a different sense each time, and its effects are cumulative for tests involving more than one sense, such as general Perception Tests. A character with a reduced sense of smell or taste gains 2 Karma, while a reduced sense of hearing, sight, or astral sight is worth 5 Karma, and a reduced sense of touch is worth 10 Karma because it affects most Physical skill rolls due to lack of tactile sensitivity.    If the sense is ever repaired or corrected permanently, the quality must be bought off. If the character does not have enough Karma to buy off the quality, the intended repair cannot be made. No character can have Reduced (sight) and Blind at the same time, or Reduced (hearing) and Deaf at the same time.",Negative,SR5:RF,,1,,,0,
273,"Reduced Sense (Sight)","5 KARMA","One of the character’s five (or six for certain Awakened folks) senses is about as sharp as a butter knife. Any Test involving the chosen sense faces a –2 dice pool modifier. This quality can be taken multiple times, reducing a different sense each time, and its effects are cumulative for tests involving more than one sense, such as general Perception Tests. A character with a reduced sense of smell or taste gains 2 Karma, while a reduced sense of hearing, sight, or astral sight is worth 5 Karma, and a reduced sense of touch is worth 10 Karma because it affects most Physical skill rolls due to lack of tactile sensitivity.    If the sense is ever repaired or corrected permanently, the quality must be bought off. If the character does not have enough Karma to buy off the quality, the intended repair cannot be made. No character can have Reduced (sight) and Blind at the same time, or Reduced (hearing) and Deaf at the same time.",Negative,SR5:RF,,1,,,0,
274,"Reduced Sense (Astral Sight)","5 KARMA","One of the character’s five (or six for certain Awakened folks) senses is about as sharp as a butter knife. Any Test involving the chosen sense faces a –2 dice pool modifier. This quality can be taken multiple times, reducing a different sense each time, and its effects are cumulative for tests involving more than one sense, such as general Perception Tests. A character with a reduced sense of smell or taste gains 2 Karma, while a reduced sense of hearing, sight, or astral sight is worth 5 Karma, and a reduced sense of touch is worth 10 Karma because it affects most Physical skill rolls due to lack of tactile sensitivity.    If the sense is ever repaired or corrected permanently, the quality must be bought off. If the character does not have enough Karma to buy off the quality, the intended repair cannot be made. No character can have Reduced (sight) and Blind at the same time, or Reduced (hearing) and Deaf at the same time.",Negative,SR5:RF,,1,,,0,
275,"Blighted (12 Months)","10 KARMA","This quality has multiple levels to represent the different long-term effects of radiation and pollution damage to the character’s system and how drastically it affects everyday life for the runner. The quality can be taken at character generation to represent a life growing up in really bad parts of the sprawl, or it can be gained by dossing down in those spots for an extended period.    The exact effects are not specified, only the effects it will have on rolls for the character. The penalties can be caused by organ shutdown, muscle spasms, cancerous growths, etc. This quality cannot be taken in campaigns that do not face the nvironments it is designed for without gamemaster approval.    Make an Edge (3) Test at the beginning of each game session. Success means no complications for that game session. Failure means they feel the pain of their rough upbringing in a harsh environment full of excess chemical or radioactivity exposure. (To be clear, you cannot spend Edge on an Edge roll.)",Negative,SR5:R&G,,1,,,0,
276,"Blighted (24 Months)","15 KARMA","This quality has multiple levels to represent the different long-term effects of radiation and pollution damage to the character’s system and how drastically it affects everyday life for the runner. The quality can be taken at character generation to represent a life growing up in really bad parts of the sprawl, or it can be gained by dossing down in those spots for an extended period.    The exact effects are not specified, only the effects it will have on rolls for the character. The penalties can be caused by organ shutdown, muscle spasms, cancerous growths, etc. This quality cannot be taken in campaigns that do not face the nvironments it is designed for without gamemaster approval.    Make an Edge (3) Test at the beginning of each game session. Success means no complications for that game session. Failure means they feel the pain of their rough upbringing in a harsh environment full of excess chemical or radioactivity exposure. (To be clear, you cannot spend Edge on an Edge roll.)",Negative,SR5:R&G,,1,,,0,
277,"Prejudiced (Common, Outspoken)","7 KARMA","With this quality the character is Prejudiced against members of a specific group of people: metahumans, Awakened, non-metahuman sapient critters, or some other group. The character is not merely intolerant—he is outspoken about his beliefs and may actively work against the target of his prejudice. Depending upon the degree of prejudice, this quality can get the character into trouble for expressing his views or when forced to confront the targets of his prejudice.    The Karma bonus granted by this quality varies depending upon how common the hated group is, how often the character is likely to encounter members of the group, and the degree to which the character is openly antagonistic toward them. Refer to the Prejudiced Table to determine the Karma value of the quality based on the prevalence of the hated group and the degree of prejudice.    When dealing with the target of their prejudice, a character receives a –2 dice pool modifier per level of severity of the Prejudiced quality for all Social Tests. If negotiations are a part of the encounter, the target receives a +2 modifier per level of the Prejudiced quality. So if a character who is radical in their prejudiced views against the Awakened tries to negotiate with the target of their prejudice, they receive a –6 to their Negotiation Test while the target receives a +6 dice pool modifier.",Negative,Core,,1,,,1,
278,"Prejudiced (Common, Radical)","10 KARMA","With this quality the character is Prejudiced against members of a specific group of people: metahumans, Awakened, non-metahuman sapient critters, or some other group. The character is not merely intolerant—he is outspoken about his beliefs and may actively work against the target of his prejudice. Depending upon the degree of prejudice, this quality can get the character into trouble for expressing his views or when forced to confront the targets of his prejudice.    The Karma bonus granted by this quality varies depending upon how common the hated group is, how often the character is likely to encounter members of the group, and the degree to which the character is openly antagonistic toward them. Refer to the Prejudiced Table to determine the Karma value of the quality based on the prevalence of the hated group and the degree of prejudice.    When dealing with the target of their prejudice, a character receives a –2 dice pool modifier per level of severity of the Prejudiced quality for all Social Tests. If negotiations are a part of the encounter, the target receives a +2 modifier per level of the Prejudiced quality. So if a character who is radical in their prejudiced views against the Awakened tries to negotiate with the target of their prejudice, they receive a –6 to their Negotiation Test while the target receives a +6 dice pool modifier.",Negative,Core,,1,,,1,
279,"Prejudiced (Specific, Biased)","3 KARMA","With this quality the character is Prejudiced against members of a specific group of people: metahumans, Awakened, non-metahuman sapient critters, or some other group. The character is not merely intolerant—he is outspoken about his beliefs and may actively work against the target of his prejudice. Depending upon the degree of prejudice, this quality can get the character into trouble for expressing his views or when forced to confront the targets of his prejudice.    The Karma bonus granted by this quality varies depending upon how common the hated group is, how often the character is likely to encounter members of the group, and the degree to which the character is openly antagonistic toward them. Refer to the Prejudiced Table to determine the Karma value of the quality based on the prevalence of the hated group and the degree of prejudice.    When dealing with the target of their prejudice, a character receives a –2 dice pool modifier per level of severity of the Prejudiced quality for all Social Tests. If negotiations are a part of the encounter, the target receives a +2 modifier per level of the Prejudiced quality. So if a character who is radical in their prejudiced views against the Awakened tries to negotiate with the target of their prejudice, they receive a –6 to their Negotiation Test while the target receives a +6 dice pool modifier.",Negative,Core,,1,,,1,
280,"Prejudiced (Specific, Outspoken)","5 KARMA","With this quality the character is Prejudiced against members of a specific group of people: metahumans, Awakened, non-metahuman sapient critters, or some other group. The character is not merely intolerant—he is outspoken about his beliefs and may actively work against the target of his prejudice. Depending upon the degree of prejudice, this quality can get the character into trouble for expressing his views or when forced to confront the targets of his prejudice.    The Karma bonus granted by this quality varies depending upon how common the hated group is, how often the character is likely to encounter members of the group, and the degree to which the character is openly antagonistic toward them. Refer to the Prejudiced Table to determine the Karma value of the quality based on the prevalence of the hated group and the degree of prejudice.    When dealing with the target of their prejudice, a character receives a –2 dice pool modifier per level of severity of the Prejudiced quality for all Social Tests. If negotiations are a part of the encounter, the target receives a +2 modifier per level of the Prejudiced quality. So if a character who is radical in their prejudiced views against the Awakened tries to negotiate with the target of their prejudice, they receive a –6 to their Negotiation Test while the target receives a +6 dice pool modifier.",Negative,Core,,1,,,1,
281,"Prejudiced (Specific, Radical)","8 KARMA","With this quality the character is Prejudiced against members of a specific group of people: metahumans, Awakened, non-metahuman sapient critters, or some other group. The character is not merely intolerant—he is outspoken about his beliefs and may actively work against the target of his prejudice. Depending upon the degree of prejudice, this quality can get the character into trouble for expressing his views or when forced to confront the targets of his prejudice.    The Karma bonus granted by this quality varies depending upon how common the hated group is, how often the character is likely to encounter members of the group, and the degree to which the character is openly antagonistic toward them. Refer to the Prejudiced Table to determine the Karma value of the quality based on the prevalence of the hated group and the degree of prejudice.    When dealing with the target of their prejudice, a character receives a –2 dice pool modifier per level of severity of the Prejudiced quality for all Social Tests. If negotiations are a part of the encounter, the target receives a +2 modifier per level of the Prejudiced quality. So if a character who is radical in their prejudiced views against the Awakened tries to negotiate with the target of their prejudice, they receive a –6 to their Negotiation Test while the target receives a +6 dice pool modifier.",Negative,Core,,1,,,1,
282,"Poor Self Control (Compulsive II, Personal)","6 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
283,"Poor Self Control (Compulsive III, Personal)","8 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
284,"Poor Self Control (Compulsive IV, Personal)","10 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
285,"Poor Self Control (Compulsive I, Public Single Aspect","5 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
286,"Poor Self Control (Compulsive II, Public Single Aspect","7 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
287,"Poor Self Control (Compulsive III, Public Single Aspect","9 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
288,"Poor Self Control (Compulsive IV, Public Single Aspect","11 KARMA","Whether they’re a boaster, an adrenaline junkie, or just can’t stand disorder, characters with this quality span a variety of mental ticks that all boil down to the inability to control one’s actions. The Karma costs vary based on the threshold of the Composure test involved in restraining the character’s actions. The quality can be taken multiple times, but only once for each form of control issue.    There is an order to all things that must be maintained, and the character feels the need to exert their sense of order on everything. The value of this mental malady comes from how severe the compulsion is and how much of a negative impact it can have on the character. Maybe she likes a tidy house, maybe she sees a necessary order to the items on the tables out in the world, or maybe she feels the need to practice her skills (be they hacking, casting, shooting, talking, stealing, sneaking, etc.) every chance she gets. The character must make a Composure (2) test to resist the compulsion. The base Karma value is (2 x threshold needed for Composure Test; must be from 1 to 4); then add 2 for things in the character’s personal environment (e.g., placement of furniture and minor appliances), 3 for a single aspect of the public environment (e.g., correcting bad apostrophes on signs, counting every Ford Americar they see), or 4 for a broad aspect of the public environment (e.g., touching every light post they walk by, hacking into every camera they see).",Negative,SR5:RF,,1,,,0,
289,"Oblivious II","10 KARMA","The character with this quality fails to notice the troll in the corner with the Panther cannon … even after they’ve fired it! A 6 Karma level of Oblivious means a –2 dice pool modifier to all Perception Tests, including standard, Astral, and Matrix. On top of that, at the 10 Karma level, all Perception Test thresholds are increased by 1.",Negative,SR5:RF,,1,,Perception:-2,0,
290,"Pacifist II","15 KARMA","To hurt another is to mar the soul. This quality represents two levels of moral inflexibility that prevent the character from delivering, or allowing others to deliver, harm to another being. At the 10 Karma level, the character avoids violence not performed in self-defense. The character will not participate in runs involving wetwork and may try to dissuade other team members from doing so. Non-lethal attacks (gel rounds, tasers, flash-bangs, stun spells, etc.) are still considered “violent,” and may only be used in self-defense—after an opponent has clearly attacked the character, other team members, or innocent bystanders.    At the 15 Karma level, the character will not commit any violence regardless of provocation or threat to themselves or others. If the character commits any act of violence they are stricken with a powerful sense of guilt and suffer a –1 dice pool modifier to all tests involving Mental attributes until the character succeeds at a Charisma + Willpower (20, 1 day) Extended Test. If the character does not succeed at the test within seven days, they lose 1 point of Willpower or Charisma, whichever is higher. The loss is permanent, but the –1 dice pool modifier to tests involving Mental attributes goes away. If the character actually kills someone (or even thinks they did), the dice pool modifier becomes –2, the Extended Test interval changes to 1 week, and the character’s Mental Limit is decreased by 1.",Negative,SR5:RF,,1,,,0,
291,"Dependent (Inconvenience)","6 KARMA","A character with the Dependents quality has one or more loved ones who depend on them for emotional support and financial aid. Dependents may include children, parents, a spouse or lover, a sibling, or an old friend. Meeting the needs of a dependent should take up a fair amount of the character’s time, as well as some of the character’s money. Increase the amount of time it takes to learn a new skill or improve an existing skill by fifty percent. See the Character Advancement section on p. 103 for more information on how long it takes to improve skills. Also increase the base time for any long-term projects by fifty percent. A dependent could also be a hindrance in other ways—getting underfoot, sharing living space, involving herself in the character’s work, borrowing the car, calling at the most inopportune moments, etc.    For 3 Karma, the dependent is an occasional nuisance: dropping in unexpectedly (such as when the character must go to a meet), needing emotional support, favors, or other confirmations of friendship/commitment, and occasionally money. Examples of dependents at this level include: slacker sibling, long-term boyfriend/girlfriend, or a child not living with the character but for whom the character pays child support and visits regularly. Raise the character’s lifestyle cost by 10 percent each month.    For 6 Karma, the dependent is a regular inconvenience: needing attention and commitment on a regular basis, getting involved in the character’s affairs, sharing living space. Examples of dependents at this level include: a live-in lover/wife/husband or family member, a child for whom the character shares custody and routinely has in his home (every other weekend, etc.), or a young child or close sibling for whom the character is responsible. Increase the character’s lifestyle cost by 20 percent each month.    At the 9 Karma level, the dependent is close family or a life partner and lives with the character. The dependent is a strain on the character’s time and resources, and/or requires special care and attention that limits the character’s availability for missions or specific actions. Examples of these dependents include large family sharing the living space, parents or grandparents with medical or physical needs, and full custody of any children. Increase the lifestyle cost for the character by 30 percent each month.",Negative,Core,,1,,,0,
292,"Dependent (Demanding)","9 KARMA","A character with the Dependents quality has one or more loved ones who depend on them for emotional support and financial aid. Dependents may include children, parents, a spouse or lover, a sibling, or an old friend. Meeting the needs of a dependent should take up a fair amount of the character’s time, as well as some of the character’s money. Increase the amount of time it takes to learn a new skill or improve an existing skill by fifty percent. See the Character Advancement section on p. 103 for more information on how long it takes to improve skills. Also increase the base time for any long-term projects by fifty percent. A dependent could also be a hindrance in other ways—getting underfoot, sharing living space, involving herself in the character’s work, borrowing the car, calling at the most inopportune moments, etc.    For 3 Karma, the dependent is an occasional nuisance: dropping in unexpectedly (such as when the character must go to a meet), needing emotional support, favors, or other confirmations of friendship/commitment, and occasionally money. Examples of dependents at this level include: slacker sibling, long-term boyfriend/girlfriend, or a child not living with the character but for whom the character pays child support and visits regularly. Raise the character’s lifestyle cost by 10 percent each month.    For 6 Karma, the dependent is a regular inconvenience: needing attention and commitment on a regular basis, getting involved in the character’s affairs, sharing living space. Examples of dependents at this level include: a live-in lover/wife/husband or family member, a child for whom the character shares custody and routinely has in his home (every other weekend, etc.), or a young child or close sibling for whom the character is responsible. Increase the character’s lifestyle cost by 20 percent each month.    At the 9 Karma level, the dependent is close family or a life partner and lives with the character. The dependent is a strain on the character’s time and resources, and/or requires special care and attention that limits the character’s availability for missions or specific actions. Examples of these dependents include large family sharing the living space, parents or grandparents with medical or physical needs, and full custody of any children. Increase the lifestyle cost for the character by 30 percent each month.",Negative,Core,,1,,,0,
293,"Day Job (20 hrs)","10 KARMA","When running in the shadows, sometimes you need a way to fill your days, or to maintain your cover. This quality burdens a character with responsibilities and time commitments. While the regular income is nice, having a regular schedule and a boss to answer to doesn’t jibe well with the shadowrunning profession. The player and gamemaster should work together to determine the job, which is usually a pretty decent gig based on the pay rates, but the gamemaster should determine the shifts the character works. In order to establish the legitimacy of the day job, the character must possess a valid SIN (SINner quality or at least a Rating 4 fake SIN). If they have the SINner quality, the money from the Day Job quality is considered already taxed. If they are using a fake and it gets burned or connected to a crime, expect the cops to come down hard and the job is lost until the situation is cleared up.    When combined with the Fame quality, this could easily bring in enough money to support the character, so make sure they have a good reason to run the shadows.    The Day Job table provides the Karma, income, and hours breakdown for the quality.    During runs, the gamemaster should keep track of how many consecutive days are being spent on shadowrunning activity and whether the character can fulfill their day job responsibilities. If they can’t, they get a warning; if it happens again after a warning, they lose their job. Losing their job costs them 2 points of Street Cred (how can you be trusted as a runner if you can’t even hold a job as a fry cook?) and costs the character a month of salary due to purchases they made in anticipation of their pay.",Negative,SR5:RF,,1,,,0,
294,"Day Job (40 hrs)","15 KARMA","When running in the shadows, sometimes you need a way to fill your days, or to maintain your cover. This quality burdens a character with responsibilities and time commitments. While the regular income is nice, having a regular schedule and a boss to answer to doesn’t jibe well with the shadowrunning profession. The player and gamemaster should work together to determine the job, which is usually a pretty decent gig based on the pay rates, but the gamemaster should determine the shifts the character works. In order to establish the legitimacy of the day job, the character must possess a valid SIN (SINner quality or at least a Rating 4 fake SIN). If they have the SINner quality, the money from the Day Job quality is considered already taxed. If they are using a fake and it gets burned or connected to a crime, expect the cops to come down hard and the job is lost until the situation is cleared up.    When combined with the Fame quality, this could easily bring in enough money to support the character, so make sure they have a good reason to run the shadows.    The Day Job table provides the Karma, income, and hours breakdown for the quality.    During runs, the gamemaster should keep track of how many consecutive days are being spent on shadowrunning activity and whether the character can fulfill their day job responsibilities. If they can’t, they get a warning; if it happens again after a warning, they lose their job. Losing their job costs them 2 points of Street Cred (how can you be trusted as a runner if you can’t even hold a job as a fry cook?) and costs the character a month of salary due to purchases they made in anticipation of their pay.",Negative,SR5:RF,,1,,,0,
