Row,Name,Type,SubType,MinRating,MaxRating,Capacity,Availability,Cost,Description,Source,Accuracy,DamageValue,DamageMod,Blast,ArmorPenetration,DataProcessing,Firewall,Vector,Speed,Penetration,Power,Effects,Max,Wireless
435,"Laser mic C1",Misc,"Audio Device",0,0,1,6R,100¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
436,"Laser mic C2",Misc,"Audio Device",0,0,2,6R,200¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
437,"Laser mic C3",Misc,"Audio Device",0,0,3,6R,300¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
438,"Laser mic C4",Misc,"Audio Device",0,0,4,6R,400¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
439,"Laser mic C5",Misc,"Audio Device",0,0,5,6R,500¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
440,"Laser mic C6",Misc,"Audio Device",0,0,6,6R,600¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
441,"Omni-directional mic C1",Misc,"Audio Device",0,0,1,,50¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
442,"Omni-directional mic C2",Misc,"Audio Device",0,0,2,,100¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
443,"Omni-directional mic C3",Misc,"Audio Device",0,0,3,,150¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
444,"Omni-directional mic C4",Misc,"Audio Device",0,0,4,,200¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
445,"Omni-directional mic C5",Misc,"Audio Device",0,0,5,,250¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
446,"Omni-directional mic C6",Misc,"Audio Device",0,0,6,,300¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
447,"Audio enhancement",Misc,"Audio Enhancement",1,3,[Rating],"Rating x 2","Rating x 500¥",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
450,"Select sound filter",Misc,"Audio Enhancement",1,3,[Rating],"Rating x 2","Rating x 250¥",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
453,"Spatial recognizer",Misc,"Audio Enhancement",0,0,[2],4,"+1,000¥",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
454,"Certified Credstick, Standard",Misc,Credstick,0,0,,,5¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,5000,
455,"Certified Credstick, Silver",Misc,Credstick,0,0,,,20¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,20000,
456,"Certified Credstick, Gold",Misc,Credstick,0,0,,5,100¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,100000,
457,"Certified Credstick, Platinum",Misc,Credstick,0,0,,10,500¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,500000,
458,"Certified Credstick, Ebony",Misc,Credstick,0,0,,20,"1,000¥",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,1000000,
459,"Tool Kit",Misc,Tool,0,0,,,500¥,"A kit is portable and contains the basic gear to make standard repairs.",Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
460,Shop,Misc,Tool,0,0,,8,"5,000¥","A shop is transportable in the back of a van and contains more advanced tools for building and repairing.",Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
461,Facility,Misc,Tool,0,0,,12,"50,000¥","A facility needs a building and is immobile because of the bulky and heavy machines involved, but it can be used for very advanced constructions and modifications. Shops and facilities are both stocked with standard spare parts.",Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
462,"Ammonium nitrate",Demolition,Explosives,4,4,,5,"80¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
463,ANFO,Demolition,Explosives,6,6,,7,"100¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
464,Binary,Demolition,Explosives,1,20,,18F,"Rating x 125¥",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
484,Commercial,Demolition,Explosives,5,5,,8R,"100¥ per KG",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
485,"Detonating Cord, Low Yield",Demolition,Explosives,3,3,,10R,"100¥ per meter",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
486,"Detonating Cord, High Yield",Demolition,Explosives,6,6,,14R,"150¥ per meter",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
487,Dynamite,Demolition,Explosives,3,3,,8R,"350¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
488,Foam,Demolition,Explosives,6,25,,12F,"Rating x 100¥ per KG",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
508,"Linear Charge",Demolition,Explosives,1,25,,16R,"Rating x 250¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
533,Liquid,Demolition,Explosives,1,1,,16F,"Rating x 150¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
558,Nitroglycerin,Demolition,Explosives,6,6,,11R,"350¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
559,Plastic,Demolition,Explosives,6,25,,16F,"Rating x 100¥ per KG",,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
579,TNT,Demolition,Explosives,5,5,,12R,"200¥ per KG",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
580,"Atomizer R1",Demolition,"Explosives Accessories",1,1,,2R,300¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
581,"Atomizer R2",Demolition,"Explosives Accessories",2,2,,4R,600¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
582,"Atomizer R3",Demolition,"Explosives Accessories",3,3,,6R,900¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
583,"Atomizer R4",Demolition,"Explosives Accessories",4,4,,8R,1200¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
584,"Atomizer R5",Demolition,"Explosives Accessories",5,5,,10R,1500¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
585,"Atomizer R6",Demolition,"Explosives Accessories",6,6,,12R,1800¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
586,"Atomizer R7",Demolition,"Explosives Accessories",7,7,,14R,2100¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
587,"Atomizer R8",Demolition,"Explosives Accessories",8,8,,16R,2400¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
588,"Atomizer R9",Demolition,"Explosives Accessories",9,9,,18R,2700¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
589,"Atomizer R10",Demolition,"Explosives Accessories",10,10,,20R,3000¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
590,"Hard-Shell Briefcase",Demolition,"Explosives Accessories",1,12,,10R,"Rating x 100¥",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
602,"Safety Fuse",Demolition,"Explosives Accessories",0,0,,6R,"5¥ per meter",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
603,"Detonator Cap",Demolition,Detonators,0,0,,8R,75¥,,Core,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
604,"Optical R1",Demolition,Detonators,1,1,,7F,200¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
605,"Optical R2",Demolition,Detonators,2,2,,14F,400¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
606,"Optical R3",Demolition,Detonators,3,3,,21F,600¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
607,"Optical R4",Demolition,Detonators,4,4,,28F,800¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
608,"Optical R5",Demolition,Detonators,5,5,,35F,1000¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
609,"Optical R6",Demolition,Detonators,6,6,,42F,1200¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
610,Pull,Demolition,Detonators,0,0,,9F,80¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
611,Push,Demolition,Detonators,0,0,,9F,80¥,,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
612,Radio,Demolition,Detonators,1,3,,10R,"Rating x 75¥",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
615,Timer,Demolition,Detonators,1,3,,"(Rating x 6)F","Rating x 50¥",,SR5:R&G,NULL,NULL,NULL,NULL,NULL,0,0,,,0,0,,0,
618,"Ammo: APDS",Ammunition,Ammo,0,0,NULL,12F,120¥,"These are military-grade armor piercing rounds—their full name is armor piercing discarding sabot. They are designed to travel at high velocities and punch through personal body armor.",Core,NULL,NULL,NULL,NULL,-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
616,"Ammo: Assault Cannon",Ammunition,Ammo,0,0,NULL,12F,400¥,"These are for assault cannons only, and they’re the only thing assault cannons can load.",Core,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
617,"Ammo: Explosive Rounds",Ammunition,Ammo,0,0,NULL,9F,80¥,"These slugs carry a shaped-charge explosive, designed to explode and fragment on impact. Explosive rounds misfire whenever you roll a critical glitch. When this happens, you must resist one “attack” with a Damage Value equal to the normal damage done by the weapon (and don’t forget the modifier for the explosive rounds). The attack misses its intended target, and the weapon firing the bullets is destroyed.",Core,NULL,NULL,+1,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,"Ammo: Flechette Rounds",Ammunition,Ammo,0,0,NULL,6R,65¥,"The payload of a flechette round is made up of tiny, tightly packed metal slivers. The round breaks up and shatters on impact, becoming a tumbling hail of shrapnel. Flechette rounds are devastating against unprotected targets, but not as effective against hardened armor.",Core,NULL,NULL,+2,NULL,+5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,"Ammo: Gel Rounds",Ammunition,Ammo,0,0,NULL,2R,25¥,"These less-lethal rounds use a hard, jelly-like substance that is a safer alternative to rubber bullets. They are often employed for riot control. Their usually semi-rigid slugs flatten on impact, disbursing their kinetic energy over a larger-than-normal area. Gel rounds inflict Stun damage (AP +1). Gel rounds reduce the target’s Physical limit by 2 when checking for knockdown (Knockdown, p. 194).",Core,NULL,NULL,+0S,NULL,+1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,"Ammo: Hollow Points",Ammunition,Ammo,0,0,NULL,4F,70¥,"Hollow point or dum dum rounds have their tips indented, so they are designed to “mushroom” or expand on impact, becoming a hail of deadly fragments not unlike flechettes, although hollow points are a much older technology. Like flechettes, hollow points work better on unarmored targets and tend to flatten against armor.",Core,NULL,NULL,+1,NULL,+2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
622,"Ammo: Injection Darts",Ammunition,Ammo,0,0,NULL,4R,75¥,"For use with dart guns of various types, like the Parashield pistol and rifle. Each injection dart carries a single dose of a drug or toxin (sold separately). The effect of the dart depends on the drug payload, but to successfully deliver that payload, the attack with the dart must get at least one net hit against an unarmored target or three net hits against a target with armor. This is an injection vector toxin attack.",Core,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
623,"Ammo: Regular Ammo",Ammunition,Ammo,0,0,NULL,2R,20¥,"Also called ball or full metal jacket rounds, these solid slugs are useful for numerous applications (mainly killing things).",Core,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
624,"Ammo: Stick-n-Shock",Ammunition,Ammo,0,0,NULL,6R,80¥,"Stick-n-Shock rounds deal electrical Stun damage of equal to the damage of the base weapon –2. They have a flat AP of –5 that replaces the weapon’s AP instead of stacking with it.",Core,NULL,NULL,"-2S (e)",NULL,-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
625,"Ammo: Tracer",Ammunition,Ammo,0,0,NULL,6R,60¥,"Tracer ammo burns along the line of flight, making it easier for the shooter to home in on the target. This type of ammunition can only be used in Full Auto weapons and, being loaded as every third round in a clip, is an exception to the restriction of one type of ammunition per clip. They improve the Accuracy of your gun by 1 when you fire more than one round in an Action Phase (cumulative with a laser sight but not a smartgun).",Core,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,"Ammo: Taser Dart",Ammunition,Ammo,0,0,NULL,3,50¥,"These darts are designed to be loaded into taser weapons.",Core,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
627,"Grenade: Flash-Bang",Ammunition,Grenade,0,0,NULL,6R,100¥,"Upon detonation, these “concussion” or “stun” grenades explode to create a bright, loud, shocking blast distributed equally over a radius of 10 meters.",Core,NULL,10S,,"10m Radius",-4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
628,"Grenade: Flash-Pak",Ammunition,Grenade,0,0,NULL,4,125¥,"Not a grenade per se, this is an electronic unit the size of a pack of cigarettes containing four quartz-halogen micro-flashes designed to fire in random strobing sequence to blind opponents. Anyone looking in the direction of a flash-pak receives a –4 dice pool penalty on attack tests due to the strobing (flare compensation goggles, glasses, etc. reduce this modifier to –2, while flare compensation in cybereyes or as a retinal modification reduces this modifier to –1). The flash-pak has 10 charges; when activated it uses one charge per Combat Turn. When plugged in, it recharges one charge every 10 seconds.",Core,NULL,Special,,Special,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The strobe sequence can avoid directing"
629,"Grenade: Fragmentation",Ammunition,Grenade,0,0,NULL,11F,100¥,"These classic killing devices are designed to spread a cloud of deadly shrapnel over a large area, seriously injuring soft targets.",Core,NULL,"18P (f)",,-1/m,+5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
630,"Grenade: High Explosive",Ammunition,Grenade,0,0,NULL,11F,100¥,"These grenades are designed to deliver a large blast and concentrated hurt.",Core,NULL,16P,,-2/m,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
631,"Grenade: Gas",Ammunition,Grenade,0,0,NULL,"2+ Chemical","40¥ + Chemical","Instead of exploding, the gas grenade releases a cloud of gas over an area with a radius of 10 meters. This is usually riot control/CS gas, but many other chemical or toxin payloads can be chosen (Toxins, Drugs, and BTLs, p. 408). The cloud lasts for approximately 4 Combat Turns (less in windy areas, longer in confined areas with poor ventilation, at the gamemaster’s discretion).",Core,NULL,"as Chemical",,"10m Radius",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
632,"Grenade: Smoke",Ammunition,Grenade,0,0,NULL,4R,40¥,"Similar to the gas grenade, a smoke grenade releases a cloud of smoke over an area with a diameter of 10 meters. The cloud obscures vision, applying visibility modifiers for smoke to relevant tests (p. 174). The cloud lasts for approximately 4 Combat Turns (less in windy areas, longer in confined areas with poor ventilation, at the gamemaster’s discretion).",Core,NULL,,,"10m Radius",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
633,"Grenade: Thermal, Smoke",Ammunition,Grenade,0,0,NULL,6R,60¥,"Identical to a smoke grenade, except that the smoke contains hot particles designed to obscure thermographic vision. Apply the visibility modifiers for thermal smoke (p. 174). The cloud lasts for approximately 4 Combat Turns (less in windy areas, longer in confined areas with poor ventilation, at the GM’s discretion).",Core,NULL,,,"10m Radius",,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
634,"Ammo: Ex-Explosive Rounds",Ammunition,Ammo,0,0,NULL,14F,120¥,"What is better than something blowing up? Something blowing up bigger of course. These little darlings pack a punch and always seem to get the job done. My hats off to the chummer who decided he needed a better boom in his life.",SR5:R&G,NULL,NULL,+2,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
635,"Ammo: Frangible",Ammunition,Ammo,0,0,NULL,2R,10¥,"Sometimes you want a bullet that can shoot through walls, other times you want something that will hurt the soft targets in range but leave the hardware alone. Frangible bullets can put some hurt on a metahuman target, but they break up when hitting something hard, meaning they won’t damage nearby metal-encased gear. Or armored-up trolls, so select it with caution.",SR5:R&G,NULL,NULL,-1,NULL,+4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,"Ammo: Flare",Ammunition,Ammo,0,0,NULL,6R,20¥,"Originally designed just for shotguns, these rounds now come for your heavy pistol, SMG, and assault rifle as well. A convenient little signal to keep on hand in case of emergency.",SR5:R&G,NULL,NULL,-2/+2,NULL,+2/-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,"Ammo: Tracker",Ammunition,Ammo,0,0,NULL,8R,150¥,"As if catching a bullet wasn’t bad enough, these babies make you worry about getting tracked like a wild animal afterwards.",SR5:R&G,NULL,NULL,-2,NULL,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
638,"Ammo: Capsule",Ammunition,Ammo,0,0,NULL,2,5¥,"So once there were rounds designed for marking trees and cows and stuff, and some people thought it would be fun to fire them at each other. Then militaries figured out how to use them in training—and also realized things besides paint could be loaded in them. That led to our modern-day capsule rounds. They’re lighter than standard rounds and therefore lack much of a punch, but it’s not the bullet but the payload that really matters.",SR5:R&G,NULL,NULL,-4,NULL,+4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
639,"Rocket: Anti-Vehicle",Ammunition,Rocket,0,0,NULL,18F,2800¥,"AV rockets/missiles contain a shapedcharge warhead designed to burn or punch its way through a vehicle or barrier. Though the impact causes a blast, it is limited compared to that of a High-Explosive projectile. AV attacks have an AP of –10 against vehicles and barriers, –4 against other targets.",Core,NULL,24P,,-4/m,-4/-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
640,"Rocket: Fragmentation",Ammunition,Rocket,0,0,NULL,12F,2000¥,"Used principally against people, the warhead discharges high-speed metal or plastic-metal fragments designed to tear into unprotected flesh. These rockets/missiles are very effective against unprotected individuals, but fairly ineffective against barriers, structures, and vehicles.",Core,NULL,"23P (f)",,-1/m,+5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
641,"Rocket: High-explosive",Ammunition,Rocket,0,0,NULL,18F,2100¥,"HE rockets/missiles are designed to do heavy damage to a large area. Their blast pattern is similar to that of a grenade, but much larger. They are not particularly effective against hardened targets, such as vehicles or protected military structures. HE weapons use the standard grenade rules for determining the blast and its effects.",Core,NULL,21P,,-2/m,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
642,"Arrowhead: Regular",Ammunition,Arrow,0,0,NULL,1,5¥,NULL,Core,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
643,"Arrowhead: Barbed Head",Ammunition,Arrow,0,0,NULL,5R,10¥,"These heads are designed to hurt not only going in but also coming out. Without someone with a steady hand and some medical skill, pulling out an arrow with one of these on the tip is going to be problematic.",SR5:R&G,NULL,NULL,+1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
644,"Arrowhead: Explosive Head",Ammunition,Arrow,0,0,NULL,9F,15¥,"What happens when you mount a small shaped charge on the head of an arrow? Hit someone with one of these and find out.",SR5:R&G,-1,NULL,+2,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,"Arrowhead: Hammerhead",Ammunition,Arrow,0,0,NULL,5,5¥,"I always thought these were just designed to give an archer the same options as a runner with a gel-loaded pistol, but a little research led me to realize these have been around for a long time. Hunters after small game knew that organ punctures could ruin what little meat the beasts had on them, so they’d opt to knock them out instead of take risks with sharper arrowheads. Additionally, poachers who were after exotic birds but knew they lost a lot of value when they were dead helped give this arrowhead a lot of use.",SR5:R&G,-1,NULL,+1S,NULL,+2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
646,"Arrowhead: Incendiary Head",Ammunition,Arrow,0,0,NULL,12F,100¥,"Not the flaming arrows of ancient times, these arrowheads contain a small charge and a pocket of white phosphorous that erupts and sticks to the target, lighting them on fire. Unpleasant beyond just the initial hurting, the fire continues to burn unless it loses its supply of oxygen.",SR5:R&G,-1,8P,,NULL,-6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The head can be detonated before impact and split between two targets within 1 meter of each other. Both targets roll to avoid the attack separately and neither takes the initial 8P damage, instead just suffering the 6P, –4AP, for 4 Combat Turns, including the current one."
647,"Arrowhead: Screamer Head",Ammunition,Arrow,0,0,NULL,2,5¥,"Need to signal the team when you know the local airwaves are full of patrolling deckers? Fire a screamer head. Though some models do in fact scream, most are designed with less awkward sounds. The pitting patterns on the hollow pipe of the head are designed to make a wide variety of sounds for signaling and can even be modified fairly quickly out in the field. A handy tool in any wannabe-Robin Hood’s arsenal.",SR5:R&G,-2,NULL,-2S,NULL,+6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The sound resetting can be done as a Free Action, even while in flight."
648,"Arrowhead: Stick-n-Shock",Ammunition,Arrow,0,0,NULL,6R,25¥,"Though issues with nanomanufacturing have caused some problems with Stick ‘n’ Shock ammo for firearms, the same has not been completely true with these heads. Or more accurately, with these arrows. The Stick ‘n’ Shock head is only a small portion of this latest archery innovation. Bowmen who want to gain the full potential of these heads need to combine them with Static Shafts, an Ares innovation that fills the shaft with a powder that builds a charge during flight.",SR5:R&G,-1,"8S (e)",,NULL,-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
